ENSEMBL ID,HGNC Symbol,WGCNA module color,WGCNA Module Label
ENSG00000164600,NEUROD6,grey,11
ENSG00000164603,C7orf60,grey,11
ENSG00000164604,GPR85,brown,3
ENSG00000164609,SLU7,greenyellow,10
ENSG00000164610,RP9,blue,2
ENSG00000164611,PTTG1,grey,11
ENSG00000164615,CAMLG,brown,3
ENSG00000164619,BMPER,grey,11
ENSG00000164620,RELL2,grey,11
ENSG00000164627,KIF6,blue,2
ENSG00000164638,SLC29A4,red,20
ENSG00000164649,CDCA7L,grey,11
ENSG00000164654,MIOS,darkgreen,5
ENSG00000164659,KIAA1324L,blue,2
ENSG00000164663,USP49,turquoise,24
ENSG00000164669,INTS4L1,black,1
ENSG00000164674,SYTL3,grey,11
ENSG00000164675,IQUB,grey,11
ENSG00000164683,HEY1,grey,11
ENSG00000164684,ZNF704,grey,11
ENSG00000164687,FABP5,grey,11
ENSG00000164690,SHH,grey,11
ENSG00000164692,COL1A2,pink,18
ENSG00000164707,SLC13A4,grey,11
ENSG00000164713,BRI3,grey,11
ENSG00000164715,LMTK2,midnightblue,17
ENSG00000164733,CTSB,grey60,12
ENSG00000164736,SOX17,grey,11
ENSG00000164741,DLC1,blue,2
ENSG00000164742,ADCY1,magenta,16
ENSG00000164751,PEX2,green,9
ENSG00000164754,RAD21,blue,2
ENSG00000164758,MED30,blue,2
ENSG00000164761,TNFRSF11B,grey,11
ENSG00000164764,SBSPON,grey,11
ENSG00000164776,PHKG1,grey,11
ENSG00000272163,,midnightblue,17
ENSG00000164796,CSMD3,grey,11
ENSG00000164808,SPIDR,grey,11
ENSG00000164815,ORC5,greenyellow,10
ENSG00000164818,HEATR2,turquoise,24
ENSG00000164823,OSGIN2,grey,11
ENSG00000164828,SUN1,grey,11
ENSG00000154478,GPR26,yellow,25
ENSG00000164841,TMEM74,yellow,25
ENSG00000164845,FAM86FP,grey,11
ENSG00000164855,TMEM184A,grey,11
ENSG00000164867,NOS3,pink,18
ENSG00000164877,MICALL2,tan,23
ENSG00000164879,CA3,darkturquoise,8
ENSG00000164880,INTS1,salmon,22
ENSG00000164885,CDK5,brown,3
ENSG00000164889,SLC4A2,blue,2
ENSG00000164896,FASTK,brown,3
ENSG00000164897,TMUB1,grey,11
ENSG00000164902,PHAX,grey,11
ENSG00000154822,PLCL2,brown,3
ENSG00000164916,FOXK1,grey,11
ENSG00000164919,COX6C,brown,3
ENSG00000164924,YWHAZ,yellow,25
ENSG00000164929,BAALC,red,20
ENSG00000164930,FZD6,grey,11
ENSG00000164932,CTHRC1,grey,11
ENSG00000164933,SLC25A32,grey,11
ENSG00000164934,DCAF13,grey,11
ENSG00000164941,INTS8,darkturquoise,8
ENSG00000164944,KIAA1429,grey,11
ENSG00000164946,FREM1,grey,11
ENSG00000164949,GEM,lightyellow,15
ENSG00000164951,PDP1,brown,3
ENSG00000164953,TMEM67,turquoise,24
ENSG00000164961,KIAA0196,blue,2
ENSG00000164967,RPP25L,grey,11
ENSG00000164970,FAM219A,grey,11
ENSG00000164972,C9orf24,black,1
ENSG00000164975,SNAPC3,grey,11
ENSG00000164976,KIAA1161,green,9
ENSG00000164978,NUDT2,brown,3
ENSG00000224557,HLA-DPB2,grey,11
ENSG00000164985,PSIP1,cyan,4
ENSG00000164989,CCDC171,grey,11
ENSG00000165006,UBAP1,grey,11
ENSG00000165023,DIRAS2,brown,3
ENSG00000165025,SYK,pink,18
ENSG00000165028,NIPSNAP3B,black,1
ENSG00000165029,ABCA1,green,9
ENSG00000165030,NFIL3,grey,11
ENSG00000165046,LETM2,grey,11
ENSG00000165055,METTL2B,grey,11
ENSG00000165060,FXN,grey,11
ENSG00000165061,ZMAT4,greenyellow,10
ENSG00000165066,NKX6-3,grey,11
ENSG00000165072,MAMDC2,grey,11
ENSG00000165084,C8orf34,yellow,25
ENSG00000165092,ALDH1A1,green,9
ENSG00000165097,KDM1B,red,20
ENSG00000165102,HGSNAT,midnightblue,17
ENSG00000165105,RASEF,turquoise,24
ENSG00000226645,,grey,11
ENSG00000165115,KIF27,grey,11
ENSG00000165118,C9orf64,blue,2
ENSG00000165119,HNRNPK,grey,11
ENSG00000165121,,turquoise,24
ENSG00000165124,SVEP1,blue,2
ENSG00000165125,TRPV6,grey,11
ENSG00000165138,ANKS6,darkturquoise,8
ENSG00000165152,TMEM246,magenta,16
ENSG00000165156,ZHX1,grey,11
ENSG00000165164,CXorf22,grey,11
ENSG00000165175,MID1IP1,blue,2
ENSG00000165181,C9orf84,grey,11
ENSG00000165185,KIAA1958,blue,2
ENSG00000165186,PTCHD1,grey,11
ENSG00000165194,PCDH19,yellow,25
ENSG00000165195,PIGA,lightyellow,15
ENSG00000165197,FIGF,grey,11
ENSG00000118515,SGK1,blue,2
ENSG00000165219,GAPVD1,grey,11
ENSG00000165233,C9orf89,grey,11
ENSG00000165238,WNK2,turquoise,24
ENSG00000165240,ATP7A,blue,2
ENSG00000165244,ZNF367,blue,2
ENSG00000165246,NLGN4Y,grey,11
ENSG00000165259,HDX,grey,11
ENSG00000165264,NDUFB6,grey,11
ENSG00000165271,NOL6,grey,11
ENSG00000165280,VCP,brown,3
ENSG00000165282,PIGO,grey,11
ENSG00000165283,STOML2,brown,3
ENSG00000165288,BRWD3,grey,11
ENSG00000165300,SLITRK5,midnightblue,17
ENSG00000165309,ARMC3,turquoise,24
ENSG00000165312,OTUD1,grey60,12
ENSG00000165322,ARHGAP12,lightgreen,14
ENSG00000165323,FAT3,brown,3
ENSG00000165338,HECTD2,yellow,25
ENSG00000165349,SLC7A3,grey,11
ENSG00000165355,FBXO33,greenyellow,10
ENSG00000165359,DDX26B,darkturquoise,8
ENSG00000165379,LRFN5,grey,11
ENSG00000165388,ZNF488,blue,2
ENSG00000165392,WRN,grey,11
ENSG00000165406,MARCH8,blue,2
ENSG00000165409,TSHR,grey,11
ENSG00000165410,CFL2,blue,2
ENSG00000165416,SUGT1,grey,11
ENSG00000165417,GTF2A1,black,1
ENSG00000165424,ZCCHC24,blue,2
ENSG00000165434,PGM2L1,yellow,25
ENSG00000128641,MYO1B,yellow,25
ENSG00000165449,SLC16A9,green,9
ENSG00000165457,FOLR2,pink,18
ENSG00000165458,INPPL1,grey,11
ENSG00000165474,GJB2,green,9
ENSG00000165475,CRYL1,blue,2
ENSG00000165476,REEP3,blue,2
ENSG00000165478,HEPACAM,green,9
ENSG00000165480,SKA3,grey,11
ENSG00000165487,MICU2,grey,11
ENSG00000143153,ATP1B1,brown,3
ENSG00000165495,PKNOX2,midnightblue,17
ENSG00000165501,LRR1,grey,11
ENSG00000165502,RPL36AL,grey,11
ENSG00000165506,DNAAF2,grey,11
ENSG00000165511,C10orf25,grey,11
ENSG00000165516,KLHDC2,brown,3
ENSG00000165521,EML5,grey,11
ENSG00000163449,TMEM169,yellow,25
ENSG00000165526,RPUSD4,grey,11
ENSG00000165527,ARF6,grey,11
ENSG00000165533,TTC8,grey,11
ENSG00000165548,TMEM63C,cyan,4
ENSG00000165553,NGB,grey,11
ENSG00000165555,NOXRED1,grey,11
ENSG00000165566,AMER2,blue,2
ENSG00000165568,AKR1E2,grey,11
ENSG00000165572,KBTBD6,brown,3
ENSG00000165591,FAAH2,lightcyan,13
ENSG00000165609,NUDT5,blue,2
ENSG00000165617,DACT1,red,20
ENSG00000165621,OXGR1,grey,11
ENSG00000165626,BEND7,grey,11
ENSG00000165629,ATP5C1,brown,3
ENSG00000165630,PRPF18,black,1
ENSG00000165632,TAF3,turquoise,24
ENSG00000165633,VSTM4,grey,11
ENSG00000163633,C4orf36,turquoise,24
ENSG00000165643,SOHLH1,salmon,22
ENSG00000165644,COMTD1,grey,11
ENSG00000165646,SLC18A2,darkgreen,5
ENSG00000165650,PDZD8,grey,11
ENSG00000165659,DACH1,grey,11
ENSG00000235949,,grey,11
ENSG00000165661,QSOX2,grey,11
ENSG00000165669,FAM204A,grey,11
ENSG00000165671,NSD1,grey,11
ENSG00000165672,PRDX3,grey60,12
ENSG00000165675,ENOX2,blue,2
ENSG00000165678,GHITM,brown,3
ENSG00000165684,SNAPC4,turquoise,24
ENSG00000165685,TMEM52B,yellow,25
ENSG00000165688,PMPCA,grey,11
ENSG00000165689,SDCCAG3,grey,11
ENSG00000165695,AK8,grey,11
ENSG00000165698,C9orf9,grey,11
ENSG00000165699,TSC1,grey,11
ENSG00000165704,HPRT1,magenta,16
ENSG00000165714,LOH12CR1,grey,11
ENSG00000165716,FAM69B,grey,11
ENSG00000165724,ZMYND19,grey,11
ENSG00000259448,,grey,11
ENSG00000165731,RET,black,1
ENSG00000165732,DDX21,grey,11
ENSG00000165733,BMS1,black,1
ENSG00000165752,STK32C,yellow,25
ENSG00000066248,NGEF,magenta,16
ENSG00000165775,FUNDC2,darkgreen,5
ENSG00000165782,TMEM55B,grey,11
ENSG00000165792,METTL17,grey,11
ENSG00000165795,NDRG2,green,9
ENSG00000165801,ARHGEF40,green,9
ENSG00000165802,NSMF,yellow,25
ENSG00000165804,ZNF219,turquoise,24
ENSG00000165805,C12orf50,turquoise,24
ENSG00000165806,CASP7,green,9
ENSG00000165810,BTNL9,lightcyan,13
ENSG00000165813,C10orf118,cyan,4
ENSG00000165816,VWA2,grey,11
ENSG00000165819,METTL3,blue,2
ENSG00000165821,SALL2,lightgreen,14
ENSG00000069345,DNAJA2,brown,3
ENSG00000165837,FAM194B,grey,11
ENSG00000165861,ZFYVE1,grey,11
ENSG00000165863,C10orf82,grey,11
ENSG00000165868,HSPA12A,magenta,16
ENSG00000165879,FRAT1,grey,11
ENSG00000165886,UBTD1,grey,11
ENSG00000165887,ANKRD2,black,1
ENSG00000165895,ARHGAP42,green,9
ENSG00000165898,ISCA2,grey,11
ENSG00000165899,OTOGL,grey,11
ENSG00000165912,PACSIN3,blue,2
ENSG00000165914,TTC7B,midnightblue,17
ENSG00000165915,SLC39A13,grey,11
ENSG00000165916,PSMC3,brown,3
ENSG00000165929,TC2N,yellow,25
ENSG00000165934,CPSF2,grey,11
ENSG00000165943,MOAP1,brown,3
ENSG00000165948,IFI27L1,grey,11
ENSG00000165949,IFI27,grey,11
ENSG00000165959,CLMN,blue,2
ENSG00000165966,PDZRN4,grey,11
ENSG00000165970,SLC6A5,grey,11
ENSG00000165973,NELL1,brown,3
ENSG00000165983,PTER,grey,11
ENSG00000165985,C1QL3,grey,11
ENSG00000165995,CACNB2,yellow,25
ENSG00000165996,PTPLA,grey,11
ENSG00000165997,ARL5B,grey60,12
ENSG00000166002,SMCO4,grey,11
ENSG00000166004,KIAA1731,grey,11
ENSG00000077092,RARB,brown,3
ENSG00000166012,TAF1D,tan,23
ENSG00000166016,ABTB2,blue,2
ENSG00000166024,R3HCC1L,blue,2
ENSG00000166025,AMOTL1,red,20
ENSG00000166033,HTRA1,green,9
ENSG00000166035,LIPC,grey,11
ENSG00000166037,CEP57,grey,11
ENSG00000166046,TCP11L2,blue,2
ENSG00000166068,SPRED1,red,20
ENSG00000166073,GPR176,brown,3
ENSG00000166086,JAM3,blue,2
ENSG00000166091,CMTM5,blue,2
ENSG00000166105,GLB1L3,lightcyan,13
ENSG00000166106,ADAMTS15,red,20
ENSG00000166111,SVOP,magenta,16
ENSG00000166123,GPT2,green,9
ENSG00000166128,RAB8B,royalblue,21
ENSG00000166130,IKBIP,grey,11
ENSG00000166133,RPUSD2,brown,3
ENSG00000166135,HIF1AN,cyan,4
ENSG00000166140,ZFYVE19,black,1
ENSG00000166145,SPINT1,grey,11
ENSG00000166147,FBN1,grey,11
ENSG00000166153,DEPDC4,turquoise,24
ENSG00000166164,BRD7,blue,2
ENSG00000166165,CKB,greenyellow,10
ENSG00000166166,TRMT61A,grey,11
ENSG00000166167,BTRC,brown,3
ENSG00000166171,DPCD,brown,3
ENSG00000166173,LARP6,grey,11
ENSG00000166181,API5,cyan,4
ENSG00000166188,ZNF319,grey,11
ENSG00000166189,HPS6,brown,3
ENSG00000166192,SENP8,black,1
ENSG00000166197,NOLC1,magenta,16
ENSG00000166199,ALKBH3,grey,11
ENSG00000166200,COPS2,grey,11
ENSG00000166206,GABRB3,brown,3
ENSG00000166224,SGPL1,lightyellow,15
ENSG00000166225,FRS2,blue,2
ENSG00000166226,CCT2,brown,3
ENSG00000166228,PCBD1,grey,11
ENSG00000166233,ARIH1,cyan,4
ENSG00000078369,GNB1,yellow,25
ENSG00000166257,SCN3B,yellow,25
ENSG00000166260,COX11,brown,3
ENSG00000166261,ZNF202,grey,11
ENSG00000166262,FAM227B,blue,2
ENSG00000166263,STXBP4,tan,23
ENSG00000166265,CYYR1,pink,18
ENSG00000166266,CUL5,grey,11
ENSG00000166272,WBP1L,grey,11
ENSG00000166278,C2,purple,19
ENSG00000166289,PLEKHF1,blue,2
ENSG00000087095,NLK,magenta,16
ENSG00000166295,ANAPC16,grey,11
ENSG00000166311,SMPD1,blue,2
ENSG00000166313,APBB1,brown,3
ENSG00000166317,SYNPO2L,turquoise,24
ENSG00000166321,NUDT13,turquoise,24
ENSG00000166323,C11orf65,turquoise,24
ENSG00000166326,TRIM44,cyan,4
ENSG00000166333,ILK,grey,11
ENSG00000166337,TAF10,grey,11
ENSG00000166340,TPP1,tan,23
ENSG00000166341,DCHS1,red,20
ENSG00000166342,NETO1,yellow,25
ENSG00000166343,MSS51,darkgrey,6
ENSG00000166347,CYB5A,blue,2
ENSG00000166348,USP54,blue,2
ENSG00000166349,RAG1,grey,11
ENSG00000166352,C11orf74,grey,11
ENSG00000166359,WDR88,grey,11
ENSG00000166363,OR10A5,grey,11
ENSG00000166368,OR2D2,grey,11
ENSG00000166377,ATP9B,turquoise,24
ENSG00000166387,PPFIBP2,blue,2
ENSG00000166394,CYB5R2,blue,2
ENSG00000166398,KIAA0355,blue,2
ENSG00000166401,SERPINB8,grey,11
ENSG00000166402,TUB,brown,3
ENSG00000166405,RIC3,grey,11
ENSG00000166407,LMO1,grey,11
ENSG00000166411,IDH3A,cyan,4
ENSG00000166426,CRABP1,grey,11
ENSG00000166428,PLD4,pink,18
ENSG00000166432,ZMAT1,lightgreen,14
ENSG00000166435,XRRA1,grey,11
ENSG00000166436,TRIM66,darkred,7
ENSG00000166439,RNF169,grey,11
ENSG00000166441,RPL27A,royalblue,21
ENSG00000166444,ST5,turquoise,24
ENSG00000166446,CDYL2,grey,11
ENSG00000166448,TMEM130,cyan,4
ENSG00000166450,PRTG,grey,11
ENSG00000166452,AKIP1,grey,11
ENSG00000166454,ATMIN,brown,3
ENSG00000166471,TMEM41B,blue,2
ENSG00000166473,PKD1L2,blue,2
ENSG00000166477,LEO1,cyan,4
ENSG00000166478,ZNF143,grey,11
ENSG00000166479,TMX3,brown,3
ENSG00000166482,MFAP4,grey,11
ENSG00000166483,WEE1,purple,19
ENSG00000166484,MAPK7,turquoise,24
ENSG00000100294,MCAT,brown,3
ENSG00000166503,,brown,3
ENSG00000166507,NDST2,lightcyan,13
ENSG00000166508,MCM7,blue,2
ENSG00000166510,CCDC68,grey,11
ENSG00000166526,ZNF3,blue,2
ENSG00000166529,ZSCAN21,blue,2
ENSG00000101158,NELFCD,blue,2
ENSG00000166535,A2ML1,grey,11
ENSG00000166546,BEAN1,salmon,22
ENSG00000166548,TK2,grey,11
ENSG00000166557,TMED3,brown,3
ENSG00000166562,SEC11C,grey60,12
ENSG00000166575,TMEM135,grey60,12
ENSG00000166578,IQCD,blue,2
ENSG00000166579,NDEL1,brown,3
ENSG00000166582,CENPV,grey,11
ENSG00000166592,RRAD,grey,11
ENSG00000166595,FAM96B,darkgreen,5
ENSG00000166596,WDR16,grey,11
ENSG00000166598,HSP90B1,turquoise,24
ENSG00000166603,MC4R,grey,11
ENSG00000166619,BLCAP,brown,3
ENSG00000166664,CHRFAM7A,grey,11
ENSG00000166667,SPDYE6,turquoise,24
ENSG00000166669,ATF7IP2,red,20
ENSG00000166676,TVP23A,lightcyan,13
ENSG00000166681,NGFRAP1,brown,3
ENSG00000166682,TMPRSS5,blue,2
ENSG00000166685,COG1,midnightblue,17
ENSG00000166689,PLEKHA7,grey,11
ENSG00000166704,ZNF606,grey,11
ENSG00000166710,B2M,purple,19
ENSG00000166716,ZNF592,turquoise,24
ENSG00000166734,CASC4,red,20
ENSG00000166747,AP1G1,brown,3
ENSG00000166748,AGBL1,red,20
ENSG00000166750,SLFN5,blue,2
ENSG00000166770,ZNF667-AS1,grey60,12
ENSG00000166780,C16orf45,magenta,16
ENSG00000166783,KIAA0430,cyan,4
ENSG00000166788,SAAL1,turquoise,24
ENSG00000166794,PPIB,royalblue,21
ENSG00000166797,FAM96A,blue,2
ENSG00000166800,LDHAL6A,turquoise,24
ENSG00000166801,FAM111A,grey,11
ENSG00000166813,KIF7,grey,11
ENSG00000166816,LDHD,lightgreen,14
ENSG00000166819,PLIN1,blue,2
ENSG00000166821,PEX11A,green,9
ENSG00000166823,MESP1,grey,11
ENSG00000166833,NAV2,turquoise,24
ENSG00000111262,KCNA1,grey,11
ENSG00000166845,C18orf54,blue,2
ENSG00000166847,DCTN5,brown,3
ENSG00000166848,TERF2IP,greenyellow,10
ENSG00000166851,PLK1,tan,23
ENSG00000166855,CLPX,blue,2
ENSG00000166856,GPR182,tan,23
ENSG00000166860,ZBTB39,blue,2
ENSG00000166862,CACNG2,cyan,4
ENSG00000166863,TAC3,yellow,25
ENSG00000166869,CHP2,grey,11
ENSG00000166881,TMEM194A,grey,11
ENSG00000166886,NAB2,grey,11
ENSG00000166887,VPS39,grey,11
ENSG00000166888,STAT6,grey,11
ENSG00000166889,PATL1,tan,23
ENSG00000166896,XRCC6BP1,grey,11
ENSG00000166900,STX3,grey,11
ENSG00000166902,MRPL16,brown,3
ENSG00000114062,UBE3A,grey,11
ENSG00000117505,DR1,yellow,25
ENSG00000166913,YWHAB,magenta,16
ENSG00000119844,AFTPH,brown,3
ENSG00000166923,GREM1,blue,2
ENSG00000166924,NYAP1,yellow,25
ENSG00000166925,TSC22D4,blue,2
ENSG00000166928,MS4A14,turquoise,24
ENSG00000166938,DIS3L,grey,11
ENSG00000166947,EPB42,grey,11
ENSG00000166949,SMAD3,yellow,25
ENSG00000166960,CCDC178,salmon,22
ENSG00000166963,MAP1A,cyan,4
ENSG00000166965,RCCD1,grey,11
ENSG00000166971,AKTIP,darkgreen,5
ENSG00000166974,MAPRE2,midnightblue,17
ENSG00000166979,EVA1C,blue,2
ENSG00000166986,MARS,brown,3
ENSG00000166987,MBD6,turquoise,24
ENSG00000167004,PDIA3,grey,11
ENSG00000167005,NUDT21,brown,3
ENSG00000167011,NAT16,grey,11
ENSG00000167034,NKX3-1,grey,11
ENSG00000167037,SGSM1,black,1
ENSG00000167074,TEF,grey,11
ENSG00000167077,MEI1,grey,11
ENSG00000167081,PBX3,grey,11
ENSG00000167088,SNRPD1,grey,11
ENSG00000167100,SAMD14,grey,11
ENSG00000167103,PIP5KL1,grey,11
ENSG00000167106,FAM102A,turquoise,24
ENSG00000167107,ACSF2,green,9
ENSG00000167110,GOLGA2,grey,11
ENSG00000167112,TRUB2,brown,3
ENSG00000167113,COQ4,darkred,7
ENSG00000167114,SLC27A4,magenta,16
ENSG00000167118,URM1,grey,11
ENSG00000167123,CERCAM,blue,2
ENSG00000167130,DOLPP1,grey,11
ENSG00000167136,ENDOG,black,1
ENSG00000167173,C15orf39,turquoise,24
ENSG00000167178,ISLR2,midnightblue,17
ENSG00000167182,SP2,turquoise,24
ENSG00000167186,COQ7,grey,11
ENSG00000167191,GPRC5B,blue,2
ENSG00000167193,CRK,grey60,12
ENSG00000167196,FBXO22,grey,11
ENSG00000167202,TBC1D2B,blue,2
ENSG00000167208,SNX20,pink,18
ENSG00000167210,LOXHD1,grey,11
ENSG00000167216,KATNAL2,lightgreen,14
ENSG00000167220,HDHD2,black,1
ENSG00000167232,ZNF91,midnightblue,17
ENSG00000167244,IGF2,pink,18
ENSG00000167257,RNF214,turquoise,24
ENSG00000167258,CDK12,turquoise,24
ENSG00000167264,DUS2L,grey,11
ENSG00000167272,POP5,grey,11
ENSG00000167280,ENGASE,grey,11
ENSG00000167281,RBFOX3,cyan,4
ENSG00000167283,ATP5L,brown,3
ENSG00000167291,TBC1D16,grey,11
ENSG00000167302,ENTHD2,grey,11
ENSG00000167306,MYO5B,grey,11
ENSG00000167315,ACAA2,green,9
ENSG00000167323,STIM1,yellow,25
ENSG00000167325,RRM1,darkgreen,5
ENSG00000167333,TRIM68,grey,11
ENSG00000167363,FN3K,turquoise,24
ENSG00000167378,IRGQ,magenta,16
ENSG00000133943,C14orf159,green,9
ENSG00000167384,ZNF180,grey,11
ENSG00000167393,PPP2R3B,grey,11
ENSG00000167394,ZNF668,grey,11
ENSG00000167395,ZNF646,grey,11
ENSG00000167419,LPO,grey,11
ENSG00000167434,CA4,grey,11
ENSG00000167460,TPM4,grey,11
ENSG00000167461,RAB8A,grey,11
ENSG00000167468,GPX4,brown,3
ENSG00000167470,MIDN,red,20
ENSG00000167483,FAM129C,turquoise,24
ENSG00000134744,ZCCHC11,tan,23
ENSG00000167491,GATAD2A,grey,11
ENSG00000167508,MVD,grey,11
ENSG00000167513,CDT1,grey,11
ENSG00000167515,TRAPPC2L,brown,3
ENSG00000167522,ANKRD11,turquoise,24
ENSG00000167523,SPATA33,lightcyan,13
ENSG00000167525,PROCA1,tan,23
ENSG00000167526,RPL13,royalblue,21
ENSG00000167528,ZNF641,grey,11
ENSG00000167535,CACNB3,yellow,25
ENSG00000167536,DHRS13,grey,11
ENSG00000167548,KMT2D,turquoise,24
ENSG00000167550,RHEBL1,grey,11
ENSG00000167552,TUBA1A,grey,11
ENSG00000167553,TUBA1C,grey,11
ENSG00000167554,ZNF610,grey,11
ENSG00000167555,ZNF528,grey,11
ENSG00000167562,ZNF701,grey,11
ENSG00000167565,SERTAD3,lightyellow,15
ENSG00000167566,NCKAP5L,blue,2
ENSG00000167588,GPD1,grey,11
ENSG00000167595,C19orf55,turquoise,24
ENSG00000167601,AXL,green,9
ENSG00000167604,NFKBID,grey,11
ENSG00000167608,TMC4,grey,11
ENSG00000167613,LAIR1,pink,18
ENSG00000167614,TTYH1,green,9
ENSG00000167615,LENG8,turquoise,24
ENSG00000167619,TMEM145,turquoise,24
ENSG00000167625,ZNF526,blue,2
ENSG00000167632,TRAPPC9,grey,11
ENSG00000167637,ZNF283,turquoise,24
ENSG00000135002,RFK,brown,3
ENSG00000167645,YIF1B,brown,3
ENSG00000167654,ATCAY,magenta,16
ENSG00000167657,DAPK3,black,1
ENSG00000167658,EEF2,grey,11
ENSG00000167670,CHAF1A,grey,11
ENSG00000167671,UBXN6,grey,11
ENSG00000167674,,grey,11
ENSG00000167676,PLIN4,lightgreen,14
ENSG00000167680,SEMA6B,salmon,22
ENSG00000167685,ZNF444,turquoise,24
ENSG00000167693,NXN,purple,19
ENSG00000167695,FAM57A,grey,11
ENSG00000167699,GLOD4,brown,3
ENSG00000167700,MFSD3,greenyellow,10
ENSG00000167701,GPT,grey,11
ENSG00000167702,KIFC2,grey,11
ENSG00000167703,SLC43A2,grey,11
ENSG00000167705,RILP,black,1
ENSG00000167716,WDR81,blue,2
ENSG00000167720,SRR,grey,11
ENSG00000167721,TSR1,grey,11
ENSG00000167723,TRPV3,blue,2
ENSG00000167740,CYB5D2,brown,3
ENSG00000167747,C19orf48,grey,11
ENSG00000167754,KLK5,yellow,25
ENSG00000167755,KLK6,blue,2
ENSG00000167765,,blue,2
ENSG00000167766,ZNF83,grey,11
ENSG00000167770,OTUB1,brown,3
ENSG00000167771,RCOR2,grey,11
ENSG00000167772,ANGPTL4,lightyellow,15
ENSG00000167775,CD320,grey,11
ENSG00000167778,SPRYD3,greenyellow,10
ENSG00000135318,NT5E,green,9
ENSG00000167785,ZNF558,royalblue,21
ENSG00000167792,NDUFV1,brown,3
ENSG00000167797,CDK2AP2,grey,11
ENSG00000167799,NUDT8,blue,2
ENSG00000167840,ZNF232,grey,11
ENSG00000167842,MIS12,blue,2
ENSG00000167851,CD300A,pink,18
ENSG00000167861,HID1,darkred,7
ENSG00000167862,ICT1,grey,11
ENSG00000167874,TMEM88,grey,11
ENSG00000167880,EVPL,grey,11
ENSG00000167881,SRP68,black,1
ENSG00000167889,MGAT5B,turquoise,24
ENSG00000167895,TMC8,pink,18
ENSG00000167900,TK1,blue,2
ENSG00000167904,TMEM68,yellow,25
ENSG00000167912,,grey,11
ENSG00000167920,TMEM99,grey,11
ENSG00000167925,GHDC,blue,2
ENSG00000167930,ITFG3,turquoise,24
ENSG00000167962,ZNF598,grey,11
ENSG00000167964,RAB26,grey,11
ENSG00000167965,MLST8,cyan,4
ENSG00000167967,E4F1,grey,11
ENSG00000167968,DNASE1L2,grey,11
ENSG00000167969,ECI1,blue,2
ENSG00000167971,CASKIN1,turquoise,24
ENSG00000167972,ABCA3,magenta,16
ENSG00000167977,KCTD5,grey,11
ENSG00000167978,SRRM2,turquoise,24
ENSG00000167984,NLRC3,grey,11
ENSG00000167986,DDB1,brown,3
ENSG00000167987,VPS37C,salmon,22
ENSG00000167992,VWCE,turquoise,24
ENSG00000167994,RAB3IL1,grey,11
ENSG00000167995,BEST1,blue,2
ENSG00000167996,FTH1,grey,11
ENSG00000168002,POLR2G,royalblue,21
ENSG00000168003,SLC3A2,green,9
ENSG00000168004,HRASLS5,grey,11
ENSG00000168005,C11orf84,grey,11
ENSG00000168010,ATG16L2,grey,11
ENSG00000168014,C2CD3,turquoise,24
ENSG00000168016,TRANK1,lightcyan,13
ENSG00000168026,TTC21A,darkgrey,6
ENSG00000168028,RPSA,grey,11
ENSG00000168036,CTNNB1,grey60,12
ENSG00000168038,ULK4,grey,11
ENSG00000168040,FADD,blue,2
ENSG00000168056,LTBP3,turquoise,24
ENSG00000168060,NAALADL1,grey,11
ENSG00000168061,SAC3D1,grey,11
ENSG00000168066,SF1,turquoise,24
ENSG00000168067,MAP4K2,grey,11
ENSG00000168071,CCDC88B,grey,11
ENSG00000168077,SCARA3,green,9
ENSG00000168079,SCARA5,grey,11
ENSG00000168081,PNOC,yellow,25
ENSG00000168090,COPS6,cyan,4
ENSG00000168092,PAFAH1B2,brown,3
ENSG00000168096,ANKS3,grey,11
ENSG00000168101,NUDT16L1,grey,11
ENSG00000168116,KIAA1586,brown,3
ENSG00000168118,RAB4A,turquoise,24
ENSG00000168122,ZNF355P,grey,11
ENSG00000168135,KCNJ4,grey,11
ENSG00000168137,SETD5,turquoise,24
ENSG00000168152,THAP9,blue,2
ENSG00000168159,RNF187,brown,3
ENSG00000141622,RNF165,yellow,25
ENSG00000168175,MAPK1IP1L,turquoise,24
ENSG00000168209,DDIT4,green,9
ENSG00000168214,RBPJ,blue,2
ENSG00000168216,LMBRD1,grey,11
ENSG00000168228,ZCCHC4,blue,2
ENSG00000168234,TTC39C,black,1
ENSG00000168242,HIST1H2BI,grey,11
ENSG00000168243,GNG4,yellow,25
ENSG00000168246,UBTD2,grey,11
ENSG00000168256,NKIRAS2,red,20
ENSG00000168259,DNAJC7,grey,11
ENSG00000168263,KCNV2,grey,11
ENSG00000168264,IRF2BP2,blue,2
ENSG00000168268,NT5DC2,grey,11
ENSG00000168273,SMIM4,grey,11
ENSG00000143420,ENSA,brown,3
ENSG00000168275,COA6,grey60,12
ENSG00000168280,KIF5C,yellow,25
ENSG00000168283,BMI1,grey,11
ENSG00000151729,SLC25A4,brown,3
ENSG00000168291,PDHB,brown,3
ENSG00000168297,PXK,blue,2
ENSG00000168298,HIST1H1E,grey,11
ENSG00000168300,PCMTD1,blue,2
ENSG00000168301,KCTD6,grey,11
ENSG00000168303,MPLKIP,grey,11
ENSG00000168306,ACOX2,green,9
ENSG00000168309,FAM107A,green,9
ENSG00000168310,IRF2,green,9
ENSG00000168314,MOBP,blue,2
ENSG00000168329,CX3CR1,pink,18
