ENSEMBL ID,HGNC Symbol,WGCNA module color,WGCNA Module Label
ENSG00000000003,TSPAN6,green,9
ENSG00000000419,DPM1,grey,11
ENSG00000000457,SCYL3,grey,11
ENSG00000000460,C1orf112,grey,11
ENSG00000000938,FGR,purple,19
ENSG00000000971,CFH,purple,19
ENSG00000001036,FUCA2,lightyellow,15
ENSG00000001084,GCLC,blue,2
ENSG00000001167,NFYA,blue,2
ENSG00000001460,STPG1,grey,11
ENSG00000001461,NIPAL3,blue,2
ENSG00000001497,LAS1L,darkgrey,6
ENSG00000001561,ENPP4,blue,2
ENSG00000001617,SEMA3F,grey,11
ENSG00000001626,CFTR,blue,2
ENSG00000001629,ANKIB1,blue,2
ENSG00000001631,KRIT1,darkturquoise,8
ENSG00000002016,RAD52,tan,23
ENSG00000002330,BAD,grey60,12
ENSG00000002549,LAP3,purple,19
ENSG00000002586,CD99,purple,19
ENSG00000002587,HS3ST1,grey,11
ENSG00000002745,WNT16,grey,11
ENSG00000002746,HECW1,greenyellow,10
ENSG00000002822,MAD1L1,grey,11
ENSG00000002834,LASP1,yellow,25
ENSG00000002919,SNX11,grey,11
ENSG00000002933,TMEM176A,lightyellow,15
ENSG00000003056,M6PR,brown,3
ENSG00000003096,KLHL13,yellow,25
ENSG00000003137,CYP26B1,grey,11
ENSG00000003147,ICA1,grey,11
ENSG00000003249,DBNDD1,yellow,25
ENSG00000003393,ALS2,grey,11
ENSG00000003400,CASP10,pink,18
ENSG00000003402,CFLAR,purple,19
ENSG00000003509,NDUFAF7,grey,11
ENSG00000003756,RBM5,turquoise,24
ENSG00000003987,MTMR7,brown,3
ENSG00000003989,SLC7A2,green,9
ENSG00000004139,SARM1,turquoise,24
ENSG00000004142,POLDIP2,brown,3
ENSG00000004399,PLXND1,salmon,22
ENSG00000004455,AK2,lightyellow,15
ENSG00000004468,CD38,green,9
ENSG00000004478,FKBP4,grey,11
ENSG00000004487,KDM1A,brown,3
ENSG00000004534,RBM6,grey,11
ENSG00000004660,CAMKK1,grey,11
ENSG00000004700,RECQL,grey,11
ENSG00000004766,CCDC132,brown,3
ENSG00000004776,HSPB6,turquoise,24
ENSG00000004777,ARHGAP33,salmon,22
ENSG00000064999,ANKS1A,grey,11
ENSG00000166006,KCNC2,brown,3
ENSG00000004848,ARX,grey,11
ENSG00000004864,SLC25A13,blue,2
ENSG00000004866,ST7,grey,11
ENSG00000004897,CDC27,brown,3
ENSG00000123643,SLC36A1,midnightblue,17
ENSG00000004975,DVL2,blue,2
ENSG00000005007,UPF1,blue,2
ENSG00000005020,SKAP2,yellow,25
ENSG00000005022,SLC25A5,grey,11
ENSG00000005059,CCDC109B,pink,18
ENSG00000005075,POLR2J,grey,11
ENSG00000005100,DHX33,grey,11
ENSG00000005108,THSD7A,yellow,25
ENSG00000005156,LIG3,black,1
ENSG00000005175,RPAP3,grey,11
ENSG00000005194,CIAPIN1,brown,3
ENSG00000005238,FAM214B,blue,2
ENSG00000005243,COPZ2,grey,11
ENSG00000005249,PRKAR2B,brown,3
ENSG00000005302,MSL3,grey,11
ENSG00000005339,CREBBP,turquoise,24
ENSG00000005379,BZRAP1,red,20
ENSG00000005381,MPO,grey,11
ENSG00000005421,PON1,turquoise,24
ENSG00000005436,GCFC2,grey,11
ENSG00000005448,WDR54,grey,11
ENSG00000005469,CROT,grey,11
ENSG00000005471,ABCB4,grey,11
ENSG00000005483,KMT2E,turquoise,24
ENSG00000005486,RHBDD2,magenta,16
ENSG00000005513,SOX8,blue,2
ENSG00000005700,IBTK,blue,2
ENSG00000005801,ZNF195,grey,11
ENSG00000005810,MYCBP2,brown,3
ENSG00000005812,FBXL3,darkgreen,5
ENSG00000005844,ITGAL,pink,18
ENSG00000005882,PDK2,grey,11
ENSG00000005884,ITGA3,grey,11
ENSG00000005889,ZFX,grey,11
ENSG00000005893,LAMP2,blue,2
ENSG00000005955,GGNBP2,black,1
ENSG00000005961,ITGA2B,darkturquoise,8
ENSG00000005981,ASB4,lightgreen,14
ENSG00000006007,GDE1,brown,3
ENSG00000006016,CRLF1,black,1
ENSG00000006025,OSBPL7,turquoise,24
ENSG00000006042,TMEM98,blue,2
ENSG00000006047,YBX2,salmon,22
ENSG00000006062,MAP3K14,turquoise,24
ENSG00000006071,ABCC8,lightcyan,13
ENSG00000006114,SYNRG,blue,2
ENSG00000006116,CACNG3,midnightblue,17
ENSG00000006118,TMEM132A,yellow,25
ENSG00000006125,AP2B1,midnightblue,17
ENSG00000006128,TAC1,grey60,12
ENSG00000006194,ZNF263,darkgreen,5
ENSG00000006210,CX3CL1,yellow,25
ENSG00000006282,SPATA20,grey,11
ENSG00000006283,CACNA1G,yellow,25
ENSG00000006432,MAP3K9,magenta,16
ENSG00000006451,RALA,red,20
ENSG00000006453,BAIAP2L1,tan,23
ENSG00000006459,JHDM1D,red,20
ENSG00000006468,ETV1,grey,11
ENSG00000006530,AGK,cyan,4
ENSG00000006534,ALDH3B1,grey,11
ENSG00000006555,TTC22,grey,11
ENSG00000006576,PHTF2,grey,11
ENSG00000006607,FARP2,blue,2
ENSG00000006611,USH1C,blue,2
ENSG00000128989,ARPP19,yellow,25
ENSG00000006634,DBF4,grey,11
ENSG00000006652,IFRD1,grey,11
ENSG00000006695,COX10,grey,11
ENSG00000006704,GTF2IRD1,turquoise,24
ENSG00000006712,PAF1,grey,11
ENSG00000006715,VPS41,midnightblue,17
ENSG00000006740,ARHGAP44,yellow,25
ENSG00000006744,ELAC2,brown,3
ENSG00000006747,SCIN,purple,19
ENSG00000006756,ARSD,green,9
ENSG00000006757,PNPLA4,grey,11
ENSG00000006831,ADIPOR2,blue,2
ENSG00000006837,CDKL3,tan,23
ENSG00000007001,UPP2,grey,11
ENSG00000007047,MARK4,turquoise,24
ENSG00000007062,PROM1,red,20
ENSG00000007080,CCDC124,grey,11
ENSG00000164983,TMEM65,yellow,25
ENSG00000007171,NOS2,grey,11
ENSG00000007174,DNAH9,grey,11
ENSG00000007202,KIAA0100,grey,11
ENSG00000170365,SMAD1,grey,11
ENSG00000007264,MATK,yellow,25
ENSG00000007341,ST7L,blue,2
ENSG00000007372,PAX6,green,9
ENSG00000007376,RPUSD1,grey,11
ENSG00000007384,RHBDF1,tan,23
ENSG00000007392,LUC7L,grey,11
ENSG00000007402,CACNA2D2,cyan,4
ENSG00000007516,BAIAP3,black,1
ENSG00000007520,TSR3,grey,11
ENSG00000007541,PIGQ,grey,11
ENSG00000007545,CRAMP1L,grey,11
ENSG00000007866,TEAD3,purple,19
ENSG00000007923,DNAJC11,cyan,4
ENSG00000007944,MYLIP,grey,11
ENSG00000008018,PSMB1,grey,11
ENSG00000008056,SYN1,cyan,4
ENSG00000008083,JARID2,grey,11
ENSG00000008086,CDKL5,yellow,25
ENSG00000008118,CAMK1G,cyan,4
ENSG00000008130,NADK,red,20
ENSG00000008226,DLEC1,grey,11
ENSG00000008256,CYTH3,yellow,25
ENSG00000008277,ADAM22,brown,3
ENSG00000008282,SYPL1,blue,2
ENSG00000008283,CYB561,brown,3
ENSG00000008294,SPAG9,blue,2
ENSG00000008300,CELSR3,grey,11
ENSG00000008311,AASS,lightyellow,15
ENSG00000008382,MPND,salmon,22
ENSG00000008394,MGST1,green,9
ENSG00000008405,CRY1,grey,11
ENSG00000008438,PGLYRP1,turquoise,24
ENSG00000008441,NFIX,turquoise,24
ENSG00000008513,ST3GAL1,grey,11
ENSG00000008517,IL32,grey,11
ENSG00000008710,PKD1,grey,11
ENSG00000008735,MAPK8IP2,grey,11
ENSG00000008838,MED24,yellow,25
ENSG00000008853,RHOBTB2,yellow,25
ENSG00000008869,HEATR5B,brown,3
ENSG00000008952,SEC62,grey,11
ENSG00000008988,RPS20,grey,11
ENSG00000009307,CSDE1,greenyellow,10
ENSG00000009335,UBE3C,brown,3
ENSG00000009413,REV3L,grey,11
ENSG00000009694,TENM1,yellow,25
ENSG00000009709,PAX7,grey,11
ENSG00000009724,MASP2,grey,11
ENSG00000009780,FAM76A,grey,11
ENSG00000009790,TRAF3IP3,grey,11
ENSG00000009830,POMT2,blue,2
ENSG00000185245,GP1BA,turquoise,24
ENSG00000009950,MLXIPL,turquoise,24
ENSG00000009954,BAZ1B,blue,2
ENSG00000010017,RANBP9,brown,3
ENSG00000010072,SPRTN,blue,2
ENSG00000010165,METTL13,cyan,4
ENSG00000010219,DYRK4,grey,11
ENSG00000010244,ZNF207,grey,11
ENSG00000010256,UQCRC1,brown,3
ENSG00000010270,STARD3NL,grey60,12
ENSG00000010278,CD9,blue,2
ENSG00000010292,NCAPD2,blue,2
ENSG00000213096,ZNF254,lightgreen,14
ENSG00000010318,PHF7,darkred,7
ENSG00000010319,SEMA3G,grey,11
ENSG00000010322,NISCH,grey,11
ENSG00000010327,STAB1,pink,18
ENSG00000010361,FUZ,blue,2
ENSG00000010379,SLC6A13,grey,11
ENSG00000010404,IDS,yellow,25
ENSG00000010438,PRSS3,brown,3
ENSG00000010539,ZNF200,grey,11
ENSG00000010610,CD4,pink,18
ENSG00000010626,LRRC23,darkturquoise,8
ENSG00000010671,BTK,pink,18
ENSG00000010704,HFE,green,9
ENSG00000010803,SCMH1,yellow,25
ENSG00000010810,FYN,green,9
ENSG00000247828,TMEM161B-AS1,darkgrey,6
ENSG00000011007,TCEB3,blue,2
ENSG00000011009,LYPLA2,yellow,25
ENSG00000011021,CLCN6,cyan,4
ENSG00000011028,MRC2,pink,18
ENSG00000011083,SLC6A7,magenta,16
ENSG00000256196,,yellow,25
ENSG00000011114,BTBD7,lightgreen,14
ENSG00000011132,APBA3,grey,11
ENSG00000011143,MKS1,grey,11
ENSG00000011198,ABHD5,grey,11
ENSG00000011201,KAL1,green,9
ENSG00000011243,AKAP8L,grey,11
ENSG00000011258,MBTD1,grey,11
ENSG00000011260,UTP18,grey,11
ENSG00000011275,RNF216,grey,11
ENSG00000011295,TTC19,grey,11
ENSG00000011304,PTBP1,purple,19
ENSG00000011332,DPF1,yellow,25
ENSG00000011347,SYT7,midnightblue,17
ENSG00000011376,LARS2,grey,11
ENSG00000011405,PIK3C2A,green,9
ENSG00000011422,PLAUR,tan,23
ENSG00000011426,ANLN,blue,2
ENSG00000011451,WIZ,salmon,22
ENSG00000011454,RABGAP1,darkred,7
ENSG00000011465,DCN,pink,18
ENSG00000011478,QPCTL,grey,11
ENSG00000011485,PPP5C,brown,3
ENSG00000011523,CEP68,brown,3
ENSG00000011566,MAP4K3,grey,11
ENSG00000011590,ZBTB32,grey,11
ENSG00000011600,TYROBP,pink,18
ENSG00000011638,TMEM159,red,20
ENSG00000011677,GABRA3,cyan,4
ENSG00000012048,BRCA1,blue,2
ENSG00000012061,ERCC1,grey,11
ENSG00000012124,CD22,blue,2
ENSG00000012171,SEMA3B,blue,2
ENSG00000012174,MBTPS2,magenta,16
ENSG00000012211,PRICKLE3,grey,11
ENSG00000012232,EXTL3,yellow,25
ENSG00000012660,ELOVL5,lightyellow,15
ENSG00000012779,ALOX5,pink,18
ENSG00000012817,KDM5D,darkgrey,6
ENSG00000012822,CALCOCO1,black,1
ENSG00000012963,UBR7,yellow,25
ENSG00000012983,MAP4K5,blue,2
ENSG00000013016,EHD3,greenyellow,10
ENSG00000013275,PSMC4,brown,3
ENSG00000013288,MAN2B2,grey,11
ENSG00000013297,CLDN11,blue,2
ENSG00000013306,SLC25A39,grey,11
ENSG00000013364,MVP,lightyellow,15
ENSG00000013374,NUB1,grey,11
ENSG00000013375,PGM3,lightyellow,15
ENSG00000013392,RWDD2A,grey,11
ENSG00000013441,CLK1,grey,11
ENSG00000013503,POLR3B,magenta,16
ENSG00000013523,ANGEL1,blue,2
ENSG00000013561,RNF14,brown,3
ENSG00000013563,DNASE1L1,grey,11
ENSG00000013573,DDX11,grey,11
ENSG00000013583,HEBP1,turquoise,24
ENSG00000013619,MAMLD1,turquoise,24
ENSG00000013725,CD6,grey,11
ENSG00000013810,TACC3,turquoise,24
ENSG00000014123,UFL1,blue,2
ENSG00000014138,POLA2,blue,2
ENSG00000014164,ZC3H3,turquoise,24
ENSG00000014216,CAPN1,greenyellow,10
ENSG00000014824,SLC30A9,brown,3
ENSG00000014914,MTMR11,grey,11
ENSG00000015133,CCDC88C,grey,11
ENSG00000015153,YAF2,yellow,25
ENSG00000015171,ZMYND11,grey,11
ENSG00000015285,WAS,grey,11
ENSG00000015475,BID,brown,3
ENSG00000015479,MATR3,brown,3
ENSG00000015532,XYLT2,grey,11
ENSG00000015568,RGPD5,turquoise,24
ENSG00000015592,STMN4,blue,2
ENSG00000015676,NUDCD3,brown,3
ENSG00000016391,CHDH,green,9
ENSG00000016402,IL20RA,lightgreen,14
ENSG00000016602,CLCA4,blue,2
ENSG00000016864,GLT8D1,grey,11
ENSG00000017260,ATP2C1,yellow,25
ENSG00000017373,SRCIN1,grey,11
ENSG00000017427,IGF1,yellow,25
ENSG00000017483,SLC38A5,grey,11
ENSG00000017621,MAGIX,grey,11
ENSG00000017797,RALBP1,grey,11
ENSG00000018189,RUFY3,brown,3
ENSG00000018236,CNTN1,brown,3
ENSG00000018280,SLC11A1,purple,19
ENSG00000018408,WWTR1,purple,19
ENSG00000018510,AGPS,brown,3
ENSG00000018607,ZNF806,grey,11
ENSG00000018610,CXorf56,greenyellow,10
ENSG00000018625,ATP1A2,green,9
ENSG00000018699,TTC27,blue,2
ENSG00000018869,ZNF582,blue,2
ENSG00000019102,VSIG2,grey,11
ENSG00000019144,PHLDB1,blue,2
ENSG00000019485,PRDM11,grey,11
ENSG00000246263,,grey,11
ENSG00000019549,SNAI2,grey,11
ENSG00000019582,CD74,pink,18
ENSG00000019991,HGF,green,9
ENSG00000019995,ZRANB1,cyan,4
ENSG00000020129,NCDN,greenyellow,10
ENSG00000020181,GPR124,grey,11
ENSG00000020256,ZFP64,midnightblue,17
ENSG00000020426,MNAT1,turquoise,24
ENSG00000020577,SAMD4A,grey,11
ENSG00000020922,MRE11A,grey,11
ENSG00000021300,PLEKHB1,blue,2
ENSG00000021355,SERPINB1,lightyellow,15
ENSG00000021574,SPAST,grey60,12
ENSG00000021645,NRXN3,yellow,25
ENSG00000021762,OSBPL5,red,20
ENSG00000021776,AQR,grey,11
ENSG00000021826,CPS1,blue,2
ENSG00000022267,FHL1,grey,11
ENSG00000022277,RTFDC1,blue,2
ENSG00000108854,SMURF2,green,9
ENSG00000022556,NLRP2,grey,11
ENSG00000022567,SLC45A4,grey,11
ENSG00000162825,NBPF8,grey,11
ENSG00000022976,ZNF839,grey,11
ENSG00000023041,ZDHHC6,grey,11
ENSG00000023171,GRAMD1B,magenta,16
ENSG00000023191,RNH1,blue,2
ENSG00000023228,NDUFS1,brown,3
ENSG00000023287,RB1CC1,grey,11
ENSG00000023318,ERP44,grey,11
ENSG00000023330,ALAS1,grey,11
ENSG00000023445,BIRC3,grey,11
ENSG00000023516,AKAP11,magenta,16
ENSG00000023572,GLRX2,brown,3
ENSG00000023608,SNAPC1,turquoise,24
ENSG00000023697,DERA,lightyellow,15
ENSG00000023734,STRAP,midnightblue,17
ENSG00000023892,DEF6,pink,18
ENSG00000023902,PLEKHO1,grey,11
ENSG00000023909,GCLM,grey,11
ENSG00000024048,UBR2,grey,11
ENSG00000024422,EHD2,turquoise,24
ENSG00000024526,DEPDC1,grey,11
ENSG00000024862,CCDC28A,grey,11
ENSG00000025039,RRAGD,red,20
ENSG00000025156,HSF2,grey,11
ENSG00000025293,PHF20,grey,11
ENSG00000025423,HSD17B6,green,9
ENSG00000025434,NR1H3,blue,2
ENSG00000025708,TYMP,purple,19
ENSG00000025770,NCAPH2,grey,11
ENSG00000025772,TOMM34,grey,11
ENSG00000025796,SEC63,turquoise,24
ENSG00000025800,KPNA6,magenta,16
ENSG00000026025,VIM,green,9
ENSG00000026103,FAS,purple,19
ENSG00000026297,RNASET2,grey,11
ENSG00000026508,CD44,lightyellow,15
ENSG00000026559,KCNG1,yellow,25
ENSG00000026652,AGPAT4,grey,11
ENSG00000026950,BTN3A1,green,9
ENSG00000027001,MIPEP,grey,11
ENSG00000027075,PRKCH,pink,18
ENSG00000027697,IFNGR1,lightyellow,15
ENSG00000027847,B4GALT7,grey,11
ENSG00000028116,VRK2,blue,2
ENSG00000028137,TNFRSF1B,purple,19
ENSG00000028203,VEZT,yellow,25
ENSG00000028277,POU2F2,grey,11
ENSG00000028310,BRD9,grey,11
ENSG00000028528,SNX1,blue,2
ENSG00000028839,TBPL1,grey60,12
ENSG00000029153,ARNTL2,yellow,25
ENSG00000029363,BCLAF1,grey,11
ENSG00000029364,SLC39A9,grey60,12
ENSG00000029534,ANK1,black,1
ENSG00000029639,TFB1M,black,1
ENSG00000029725,RABEP1,brown,3
ENSG00000029993,HMGB3,grey,11
ENSG00000030066,NUP160,purple,19
ENSG00000030110,BAK1,grey,11
ENSG00000030582,GRN,pink,18
ENSG00000031003,FAM13B,grey,11
ENSG00000031081,ARHGAP31,green,9
ENSG00000031691,CENPQ,blue,2
ENSG00000031698,SARS,greenyellow,10
ENSG00000031823,RANBP3,darkred,7
ENSG00000032219,ARID4A,yellow,25
ENSG00000032389,TSSC1,brown,3
ENSG00000032444,PNPLA6,grey,11
ENSG00000032742,IFT88,blue,2
ENSG00000033011,ALG1,blue,2
ENSG00000033030,ZCCHC8,tan,23
ENSG00000033050,ABCF2,greenyellow,10
ENSG00000033100,CHPF2,grey,11
ENSG00000033122,LRRC7,yellow,25
ENSG00000033170,FUT8,blue,2
ENSG00000033178,UBA6,grey,11
ENSG00000033327,GAB2,blue,2
ENSG00000033627,ATP6V0A1,magenta,16
ENSG00000033800,PIAS1,grey,11
ENSG00000033867,SLC4A7,grey,11
ENSG00000034053,APBA2,grey,11
ENSG00000034063,UHRF1,tan,23
ENSG00000034152,MAP2K3,tan,23
ENSG00000034239,EFCAB1,yellow,25
ENSG00000034533,ASTE1,grey,11
ENSG00000034677,RNF19A,darkgreen,5
ENSG00000034693,PEX3,grey,11
ENSG00000035115,SH3YL1,grey,11
ENSG00000035141,FAM136A,brown,3
ENSG00000035403,VCL,purple,19
ENSG00000035499,DEPDC1B,grey,11
ENSG00000035664,DAPK2,blue,2
ENSG00000035681,NSMAF,grey,11
ENSG00000035687,ADSS,grey,11
ENSG00000035862,TIMP2,grey,11
ENSG00000035928,RFC1,blue,2
ENSG00000036054,TBC1D23,grey60,12
ENSG00000036257,CUL3,grey,11
ENSG00000036448,MYOM2,black,1
ENSG00000036530,CYP46A1,salmon,22
ENSG00000036549,ZZZ3,blue,2
ENSG00000036672,USP2,turquoise,24
ENSG00000037042,TUBG2,midnightblue,17
ENSG00000037241,RPL26L1,brown,3
ENSG00000037280,FLT4,grey,11
ENSG00000037474,NSUN2,grey,11
ENSG00000037637,FBXO42,grey,11
ENSG00000037749,MFAP3,grey,11
ENSG00000037757,MRI1,grey,11
ENSG00000037897,METTL1,grey,11
ENSG00000038002,AGA,blue,2
ENSG00000038210,PI4K2B,grey,11
ENSG00000038219,BOD1L1,grey,11
ENSG00000163536,SERPINI1,brown,3
ENSG00000038295,TLL1,grey,11
ENSG00000038358,EDC4,grey,11
ENSG00000038382,TRIO,red,20
ENSG00000038427,VCAN,blue,2
ENSG00000038532,CLEC16A,turquoise,24
ENSG00000038945,MSR1,pink,18
ENSG00000039068,CDH1,blue,2
ENSG00000039123,SKIV2L2,darkgreen,5
ENSG00000039139,DNAH5,lightcyan,13
ENSG00000039319,ZFYVE16,blue,2
ENSG00000039523,FAM65A,turquoise,24
ENSG00000039560,RAI14,grey,11
ENSG00000039650,PNKP,grey,11
ENSG00000040199,PHLPP2,yellow,25
ENSG00000040275,SPDL1,turquoise,24
ENSG00000040341,STAU2,magenta,16
ENSG00000040487,PQLC2,grey,11
ENSG00000040531,CTNS,blue,2
ENSG00000040608,RTN4R,yellow,25
ENSG00000040633,PHF23,brown,3
ENSG00000040731,CDH10,yellow,25
ENSG00000040933,INPP4A,brown,3
ENSG00000041353,RAB27B,brown,3
ENSG00000041357,PSMA4,brown,3
ENSG00000041515,MYO16,yellow,25
ENSG00000041802,LSG1,grey,11
ENSG00000041880,PARP3,black,1
ENSG00000041982,TNC,blue,2
ENSG00000041988,THAP3,grey,11
ENSG00000042062,FAM65C,grey,11
ENSG00000042088,TDP1,grey,11
ENSG00000042286,AIFM2,turquoise,24
ENSG00000042317,SPATA7,grey,11
ENSG00000042429,MED17,grey,11
ENSG00000042445,RETSAT,grey,11
ENSG00000042493,CAPG,green,9
ENSG00000042753,AP2S1,greenyellow,10
ENSG00000042781,USH2A,grey,11
ENSG00000042832,TG,grey,11
ENSG00000042980,ADAM28,pink,18
ENSG00000043093,DCUN1D1,grey,11
ENSG00000043143,PHF15,greenyellow,10
ENSG00000043355,ZIC2,green,9
ENSG00000043462,LCP2,grey,11
ENSG00000043514,TRIT1,grey,11
ENSG00000043591,ADRB1,grey,11
ENSG00000044090,CUL7,grey,11
ENSG00000044115,CTNNA1,blue,2
ENSG00000044446,PHKA2,blue,2
ENSG00000044459,CNTLN,grey,11
ENSG00000044524,EPHA3,yellow,25
ENSG00000044574,HSPA5,grey,11
ENSG00000046604,DSG2,red,20
ENSG00000046647,GEMIN8,blue,2
ENSG00000046651,OFD1,tan,23
ENSG00000046653,GPM6B,green,9
ENSG00000046889,PREX2,green,9
ENSG00000047056,WDR37,magenta,16
ENSG00000047188,YTHDC2,grey,11
ENSG00000047230,CTPS2,blue,2
ENSG00000047249,ATP6V1H,brown,3
ENSG00000047315,POLR2B,brown,3
ENSG00000047346,FAM214A,grey,11
ENSG00000047365,ARAP2,blue,2
ENSG00000047410,TPR,grey,11
ENSG00000047457,CP,purple,19
ENSG00000047578,KIAA0556,turquoise,24
ENSG00000047579,DTNBP1,lightcyan,13
ENSG00000047617,ANO2,grey,11
ENSG00000047621,C12orf4,yellow,25
ENSG00000047634,SCML1,grey,11
ENSG00000047644,WWC3,blue,2
ENSG00000047648,ARHGAP6,grey,11
ENSG00000047662,FAM184B,red,20
ENSG00000047849,MAP4,blue,2
ENSG00000047932,GOPC,greenyellow,10
ENSG00000047936,ROS1,black,1
ENSG00000048028,USP28,turquoise,24
ENSG00000272137,,turquoise,24
ENSG00000048140,TSPAN17,yellow,25
ENSG00000048342,CC2D2A,grey,11
ENSG00000048392,RRM2B,brown,3
ENSG00000062598,ELMO2,turquoise,24
ENSG00000048471,SNX29,blue,2
ENSG00000048540,LMO3,yellow,25
ENSG00000048544,MRPS10,brown,3
ENSG00000048545,GUCA1A,grey,11
ENSG00000048649,RSF1,turquoise,24
ENSG00000048707,VPS13D,brown,3
ENSG00000048740,CELF2,yellow,25
ENSG00000048828,FAM120A,salmon,22
ENSG00000048991,R3HDM1,yellow,25
ENSG00000049089,COL9A2,blue,2
ENSG00000049130,KITLG,brown,3
ENSG00000049167,ERCC8,grey,11
ENSG00000049192,ADAMTS6,red,20
ENSG00000049239,H6PD,blue,2
ENSG00000049245,VAMP3,blue,2
ENSG00000049246,PER3,turquoise,24
ENSG00000049283,EPN3,darkred,7
ENSG00000049323,LTBP1,lightyellow,15
ENSG00000049449,RCN1,grey,11
ENSG00000049540,ELN,blue,2
ENSG00000049541,RFC2,grey,11
ENSG00000049618,ARID1B,grey,11
ENSG00000049656,CLPTM1L,brown,3
ENSG00000049759,NEDD4L,yellow,25
ENSG00000049769,PPP1R3F,greenyellow,10
ENSG00000049860,HEXB,grey,11
ENSG00000049883,PTCD2,cyan,4
ENSG00000050030,KIAA2022,yellow,25
ENSG00000050165,DKK3,greenyellow,10
ENSG00000050344,NFE2L3,grey,11
ENSG00000050393,MCUR1,grey,11
ENSG00000050405,LIMA1,grey,11
ENSG00000050426,LETMD1,brown,3
ENSG00000100802,C14orf93,blue,2
ENSG00000050555,LAMC3,red,20
ENSG00000050628,PTGER3,yellow,25
ENSG00000050730,TNIP3,grey,11
ENSG00000113966,ARL6,yellow,25
ENSG00000050767,COL23A1,grey,11
ENSG00000050820,BCAR1,grey,11
ENSG00000051009,FAM160A2,yellow,25
ENSG00000051108,HERPUD1,grey,11
ENSG00000051128,HOMER3,blue,2
ENSG00000051341,POLQ,darkgrey,6
ENSG00000051382,PIK3CB,greenyellow,10
ENSG00000051523,CYBA,pink,18
ENSG00000051596,THOC3,grey,11
ENSG00000051620,HEBP2,green,9
ENSG00000051825,MPHOSPH9,grey,11
ENSG00000052126,PLEKHA5,grey,11
ENSG00000052723,SIKE1,grey,11
ENSG00000052749,RRP12,black,1
ENSG00000052795,FNIP2,grey,11
ENSG00000052802,MSMO1,grey,11
ENSG00000052841,TTC17,grey,11
ENSG00000052850,ALX4,grey,11
ENSG00000053108,FSTL4,cyan,4
ENSG00000053254,FOXN3,grey,11
ENSG00000053328,METTL24,black,1
ENSG00000053371,AKR7A2,lightgreen,14
ENSG00000053372,MRTO4,brown,3
ENSG00000053501,USE1,grey,11
ENSG00000053524,MCF2L2,darkgrey,6
ENSG00000053747,LAMA3,grey,11
ENSG00000053770,AP5M1,grey,11
ENSG00000053900,ANAPC4,grey,11
ENSG00000053918,KCNQ1,pink,18
ENSG00000123200,ZC3H13,turquoise,24
ENSG00000054118,THRAP3,grey,11
ENSG00000054148,PHPT1,royalblue,21
ENSG00000054179,ENTPD2,lightgreen,14
ENSG00000128881,TTBK2,greenyellow,10
ENSG00000054277,OPN3,brown,3
ENSG00000054282,SDCCAG8,grey,11
ENSG00000054356,PTPRN,yellow,25
ENSG00000054392,HHAT,black,1
ENSG00000054523,KIF1B,cyan,4
ENSG00000054598,FOXC1,pink,18
ENSG00000054611,TBC1D22A,grey,11
ENSG00000054654,SYNE2,turquoise,24
ENSG00000054690,PLEKHH1,blue,2
ENSG00000054793,ATP9A,magenta,16
ENSG00000143155,TIPRL,brown,3
ENSG00000054965,FAM168A,yellow,25
ENSG00000054967,RELT,blue,2
ENSG00000054983,GALC,blue,2
ENSG00000055044,NOP58,turquoise,24
ENSG00000055070,SZRD1,green,9
ENSG00000055118,KCNH2,yellow,25
ENSG00000055130,CUL1,brown,3
ENSG00000055147,FAM114A2,grey,11
ENSG00000055163,CYFIP2,magenta,16
ENSG00000055208,TAB2,grey,11
ENSG00000055211,GINM1,blue,2
ENSG00000055332,EIF2AK2,grey,11
ENSG00000055483,USP36,turquoise,24
ENSG00000145920,CPLX2,brown,3
ENSG00000055917,PUM2,yellow,25
ENSG00000055950,MRPL43,brown,3
ENSG00000055955,ITIH4,grey,11
ENSG00000056050,C4orf27,grey,11
ENSG00000056097,ZFR,red,20
ENSG00000056277,ZNF280C,turquoise,24
ENSG00000056291,NPFFR2,grey,11
ENSG00000056487,PHF21B,grey,11
ENSG00000056558,TRAF1,blue,2
ENSG00000056586,RC3H2,grey,11
ENSG00000056661,PCGF2,turquoise,24
ENSG00000056736,IL17RB,green,9
ENSG00000056972,TRAF3IP2,tan,23
ENSG00000056998,GYG2,grey,11
ENSG00000057019,DCBLD2,grey,11
ENSG00000057252,SOAT1,grey,11
ENSG00000057294,PKP2,grey,11
ENSG00000057468,MSH4,turquoise,24
ENSG00000057593,F7,grey,11
ENSG00000057608,GDI2,brown,3
ENSG00000057657,PRDM1,grey,11
ENSG00000155858,LSM11,brown,3
ENSG00000057704,TMCC3,blue,2
ENSG00000057757,PITHD1,brown,3
ENSG00000057935,MTA3,yellow,25
ENSG00000058056,USP13,grey,11
ENSG00000058063,ATP11B,grey,11
ENSG00000058091,CDK14,greenyellow,10
ENSG00000058262,SEC61A1,grey,11
ENSG00000058272,PPP1R12A,grey,11
ENSG00000164830,OXR1,magenta,16
ENSG00000058404,CAMK2B,brown,3
ENSG00000058453,CROCC,turquoise,24
ENSG00000058600,POLR3E,grey,11
ENSG00000058668,ATP2B4,grey,11
ENSG00000058673,ZC3H11A,turquoise,24
ENSG00000058799,YIPF1,brown,3
